C:1, 0,0, D:East, S:\
C:11523, 58,85, D:East, S:.
C:11524, 58,86, D:East, S:.
C:11525, 58,87, D:East, S:.
C:11526, 58,88, D:East, S:.
C:11527, 58,89, D:East, S:.
C:11528, 58,90, D:East, S:-
C:11529, 58,91, D:East, S:.
C:11530, 58,92, D:East, S:.
C:11531, 58,93, D:East, S:.
C:11532, 58,94, D:East, S:.
C:11533, 58,95, D:East, S:.
C:11534, 58,96, D:East, S:.
C:11535, 58,97, D:East, S:.
C:11536, 58,98, D:East, S:.
C:11537, 58,99, D:East, S:.
C:11538, 58,100, D:East, S:.
C:11539, 58,101, D:East, S:.
C:11540, 58,102, D:East, S:.
C:11541, 58,103, D:East, S:.
C:11542, 58,104, D:East, S:.
C:11543, 58,105, D:East, S:.
C:11544, 58,106, D:East, S:.
C:11545, 58,107, D:East, S:.
C:11546, 58,108, D:East, S:.
C:11547, 58,109, D:East, S:.
C:11547, 58,110, D:East -> End.
C:11548, 55,80, D:South, S:.
C:11549, 56,80, D:South, S:.
C:11550, 57,80, D:South, S:.
C:11551, 58,80, D:South, S:.
C:11552, 59,80, D:South, S:.
C:11553, 60,80, D:South, S:.
C:11554, 61,80, D:South, S:.
C:11555, 62,80, D:South, S:.
C:11556, 63,80, D:South, S:.
C:11557, 64,80, D:South, S:.
C:11558, 65,80, D:South, S:.
C:11559, 66,80, D:South, S:.
C:11560, 67,80, D:South, S:.
C:11561, 68,80, D:South, S:.
C:11562, 69,80, D:South, S:.
C:11563, 70,80, D:South, S:.
C:11564, 71,80, D:South, S:.
C:11565, 72,80, D:South, S:.
C:11566, 73,80, D:South, S:.
C:11567, 74,80, D:South, S:.
C:11568, 75,80, D:South, S:.
C:11569, 76,80, D:South, S:.
C:11570, 77,80, D:South, S:.
C:11571, 78,80, D:South, S:.
C:11572, 79,80, D:South, S:.
C:11573, 80,80, D:South, S:.
C:11574, 81,80, D:South, S:.
C:11575, 82,80, D:South, S:.
C:11576, 83,80, D:South, S:.
C:11577, 84,80, D:South, S:.
C:11578, 85,80, D:South, S:.
C:11579, 86,80, D:South, S:.
C:11580, 99,83, D:East, S:.
C:11581, 99,84, D:East, S:.
C:11582, 99,85, D:East, S:.
C:11583, 99,86, D:East, S:.
C:11584, 99,87, D:East, S:.
C:11585, 99,88, D:East, S:.
C:11586, 99,89, D:East, S:.
C:11587, 99,90, D:East, S:.
C:11588, 99,91, D:East, S:.
C:11589, 99,92, D:East, S:.
C:11590, 99,93, D:East, S:.
C:11591, 99,94, D:East, S:.
C:11592, 99,95, D:East, S:.
C:11593, 99,96, D:East, S:.
C:11594, 99,97, D:East, S:.
C:11595, 99,98, D:East, S:.
C:11596, 99,99, D:East, S:.
C:11597, 99,100, D:East, S:.
C:11598, 99,101, D:East, S:.
C:11599, 99,102, D:East, S:.
C:11600, 99,103, D:East, S:.
C:11601, 99,104, D:East, S:.
C:11602, 99,105, D:East, S:.
C:11603, 99,106, D:East, S:.
C:11604, 99,107, D:East, S:.
C:11605, 99,108, D:East, S:.
C:11606, 99,109, D:East, S:.
C:11606, 99,110, D:East -> End.
C:11607, 73,98, D:East, S:.
C:11608, 73,99, D:East, S:.
C:11609, 73,100, D:East, S:.
C:11610, 73,101, D:East, S:.
C:11611, 73,102, D:East, S:.
C:11612, 73,103, D:East, S:.
C:11613, 73,104, D:East, S:.
C:11614, 73,105, D:East, S:.
C:11615, 73,106, D:East, S:.
C:11616, 73,107, D:East, S:.
C:11617, 73,108, D:East, S:.
C:11618, 73,109, D:East, S:.
C:11618, 73,110, D:East -> End.
C:11619, 50,90, D:East, S:.
C:11620, 50,91, D:East, S:.
C:11621, 50,92, D:East, S:.
C:11622, 50,93, D:East, S:.
C:11623, 50,94, D:East, S:.
C:11624, 50,95, D:East, S:.
C:11625, 50,96, D:East, S:.
C:11626, 50,97, D:East, S:.
C:11627, 50,98, D:East, S:.
C:11628, 50,99, D:East, S:.
C:11629, 50,100, D:East, S:.
C:11630, 50,101, D:East, S:.
C:11631, 50,102, D:East, S:.
C:11632, 50,103, D:East, S:.
C:11633, 50,104, D:East, S:.
C:11634, 50,105, D:East, S:.
C:11635, 50,106, D:East, S:.
C:11636, 50,107, D:East, S:.
C:11637, 50,108, D:East, S:.
C:11638, 50,109, D:East, S:.
C:11638, 50,110, D:East -> End.
C:11639, 70,87, D:South, S:.
C:11640, 51,69, D:South, S:.
C:11641, 52,69, D:South, S:.
C:11642, 53,69, D:South, S:.
C:11643, 54,69, D:South, S:.
C:11644, 55,69, D:South, S:.
C:11645, 56,69, D:South, S:/
C:11646, 56,68, D:West, S:-
C:11647, 56,67, D:West, S:.
C:11648, 56,66, D:West, S:.
C:11649, 56,65, D:West, S:.
C:11650, 56,64, D:West, S:.
C:11651, 56,63, D:West, S:.
C:11652, 56,62, D:West, S:.
C:11653, 56,61, D:West, S:.
C:11654, 56,60, D:West, S:.
C:11655, 56,59, D:West, S:.
C:11656, 56,58, D:West, S:.
C:11657, 56,57, D:West, S:.
C:11658, 56,56, D:West, S:.
C:11659, 56,55, D:West, S:.
C:11660, 56,54, D:West, S:.
C:11661, 56,53, D:West, S:.
C:11662, 56,52, D:West, S:.
C:11663, 56,51, D:West, S:.
C:11664, 56,50, D:West, S:.
C:11665, 56,49, D:West, S:.
C:11666, 56,48, D:West, S:.
C:11667, 56,47, D:West, S:.
C:11668, 56,46, D:West, S:.
C:11669, 56,45, D:West, S:.
C:11670, 56,44, D:West, S:.
C:11671, 56,43, D:West, S:.
C:11672, 56,42, D:West, S:.
C:11673, 56,41, D:West, S:.
C:11674, 56,40, D:West, S:.
C:11675, 56,39, D:West, S:.
C:11676, 56,38, D:West, S:.
C:11677, 56,37, D:West, S:.
C:11678, 56,36, D:West, S:.
C:11679, 56,35, D:West, S:.
C:11680, 56,34, D:West, S:.
C:11681, 56,33, D:West, S:.
C:11682, 56,32, D:West, S:.
C:11683, 56,31, D:West, S:.
C:11684, 56,30, D:West, S:.
C:11685, 56,29, D:West, S:.
C:11686, 56,28, D:West, S:.
C:11687, 56,27, D:West, S:.
C:11688, 56,26, D:West, S:.
C:11689, 56,25, D:West, S:.
C:11690, 56,24, D:West, S:.
C:11691, 56,23, D:West, S:.
C:11692, 56,22, D:West, S:.
C:11693, 56,21, D:West, S:.
C:11694, 56,20, D:West, S:.
C:11695, 56,19, D:West, S:.
C:11696, 75,50, D:South, S:.
C:11697, 76,50, D:South, S:.
C:11698, 77,50, D:South, S:.
C:11699, 78,50, D:South, S:.
C:11700, 79,50, D:South, S:.
C:11701, 80,50, D:South, S:.
C:11702, 81,50, D:South, S:.
C:11703, 82,50, D:South, S:.
C:11704, 83,50, D:South, S:.
C:11705, 84,50, D:South, S:.
C:11706, 85,50, D:South, S:.
C:11707, 86,50, D:South, S:|
C:11708, 87,50, D:South, S:.
C:11709, 88,50, D:South, S:/
C:11710, 88,49, D:West, S:-
C:11711, 81,52, D:South, S:.
C:11712, 82,52, D:South, S:.
C:11713, 83,52, D:South, S:.
C:11714, 84,52, D:South, S:|
C:11715, 85,52, D:South, S:.
C:11716, 86,52, D:South, S:.
C:11717, 87,52, D:South, S:.
C:11718, 88,52, D:South, S:.
C:11719, 89,52, D:South, S:.
C:11720, 90,52, D:South, S:.
C:11721, 91,52, D:South, S:.
C:11722, 92,52, D:South, S:.
C:11723, 93,52, D:South, S:.
C:11724, 94,52, D:South, S:.
C:11725, 95,52, D:South, S:.
C:11726, 96,52, D:South, S:.
C:11727, 97,52, D:South, S:.
C:11728, 98,52, D:South, S:.
C:11729, 84,34, D:East, S:.
C:11730, 84,35, D:East, S:.
C:11731, 84,36, D:East, S:.
C:11732, 84,37, D:East, S:.
C:11733, 84,38, D:East, S:|
C:11734, 83,38, D:North, S:.
C:11735, 82,38, D:North, S:.
C:11736, 81,38, D:North, S:.
C:11737, 80,38, D:North, S:.
C:11738, 72,39, D:East, S:.
C:11739, 72,40, D:East, S:.
C:11740, 72,41, D:East, S:.
C:11741, 52,14, D:East, S:.
C:11742, 52,15, D:East, S:.
C:11743, 52,16, D:East, S:.
C:11744, 52,17, D:East, S:.
C:11745, 52,18, D:East, S:.
C:11746, 52,19, D:East, S:.
C:11747, 52,20, D:East, S:.
C:11748, 52,21, D:East, S:|
C:11749, 51,21, D:North, S:.
C:11750, 50,21, D:North, S:.
C:11751, 49,21, D:North, S:.
C:11752, 48,21, D:North, S:.
C:11753, 47,21, D:North, S:.
C:11754, 46,21, D:North, S:.
C:11755, 45,21, D:North, S:.
C:11756, 44,21, D:North, S:.
C:11757, 43,21, D:North, S:.
C:11758, 42,21, D:North, S:.
C:11759, 41,21, D:North, S:.
C:11760, 40,21, D:North, S:.
C:11761, 39,21, D:North, S:.
C:11762, 38,21, D:North, S:.
C:11763, 37,21, D:North, S:.
C:11764, 36,21, D:North, S:.
C:11765, 35,21, D:North, S:.
C:11766, 34,21, D:North, S:.
C:11767, 33,21, D:North, S:.
C:11768, 32,21, D:North, S:.
C:11769, 31,21, D:North, S:.
C:11770, 30,21, D:North, S:.
C:11771, 29,21, D:North, S:.
C:11772, 28,21, D:North, S:.
C:11773, 27,21, D:North, S:/
C:11774, 27,22, D:East, S:.
C:11775, 27,23, D:East, S:.
C:11776, 27,24, D:East, S:.
C:11777, 27,25, D:East, S:.
C:11778, 27,26, D:East, S:.
C:11779, 27,27, D:East, S:.
C:11780, 27,28, D:East, S:|
C:11781, 26,28, D:North, S:.
C:11782, 25,28, D:North, S:.
C:11783, 24,28, D:North, S:.
C:11784, 23,28, D:North, S:.
C:11785, 22,28, D:North, S:.
C:11786, 21,28, D:North, S:.
C:11787, 20,28, D:North, S:.
C:11788, 19,28, D:North, S:.
C:11789, 18,28, D:North, S:.
C:11790, 17,28, D:North, S:.
C:11791, 16,28, D:North, S:.
C:11792, 15,28, D:North, S:.
C:11793, 14,28, D:North, S:.
C:11794, 13,28, D:North, S:.
C:11795, 12,28, D:North, S:.
C:11796, 11,28, D:North, S:.
C:11797, 10,28, D:North, S:.
C:11798, 9,28, D:North, S:.
C:11799, 8,28, D:North, S:.
C:11800, 7,28, D:North, S:.
C:11801, 6,28, D:North, S:.
C:11802, 5,28, D:North, S:.
C:11803, 4,28, D:North, S:.
C:11804, 3,28, D:North, S:.
C:11805, 2,28, D:North, S:.
C:11806, 1,28, D:North, S:.
C:11807, 0,28, D:North, S:.
C:11807, -1,28, D:North -> End.
C:11808, 28,28, D:South, S:.
C:11809, 29,28, D:South, S:.
C:11810, 30,28, D:South, S:.
C:11811, 31,28, D:South, S:.
C:11812, 32,28, D:South, S:.
C:11813, 33,28, D:South, S:.
C:11814, 34,28, D:South, S:.
C:11815, 35,28, D:South, S:.
C:11816, 36,28, D:South, S:.
C:11817, 37,28, D:South, S:.
C:11818, 38,28, D:South, S:.
C:11819, 39,28, D:South, S:.
C:11820, 40,28, D:South, S:.
C:11821, 41,28, D:South, S:.
C:11822, 42,28, D:South, S:.
C:11823, 43,28, D:South, S:.
C:11824, 44,28, D:South, S:.
C:11825, 45,28, D:South, S:.
C:11826, 46,28, D:South, S:.
C:11827, 47,28, D:South, S:.
C:11828, 53,21, D:South, S:.
C:11829, 54,21, D:South, S:.
C:11830, 55,21, D:South, S:.
C:11831, 56,21, D:South, S:.
C:11832, 57,21, D:South, S:/
C:11833, 57,20, D:West, S:|
C:11834, 56,20, D:North, S:.
C:11835, 55,20, D:North, S:.
C:11836, 54,20, D:North, S:.
C:11837, 53,20, D:North, S:.
C:11838, 52,20, D:North, S:.
C:11839, 51,20, D:North, S:.
C:11840, 50,20, D:North, S:.
C:11841, 49,20, D:North, S:.
C:11842, 48,20, D:North, S:.
C:11843, 47,20, D:North, S:.
C:11844, 46,20, D:North, S:/
C:11845, 46,21, D:East, S:.
C:11846, 46,22, D:East, S:.
C:11847, 46,23, D:East, S:.
C:11848, 46,24, D:East, S:.
C:11849, 46,25, D:East, S:.
C:11850, 46,26, D:East, S:.
C:11851, 46,27, D:East, S:.
C:11852, 46,28, D:East, S:.
C:11853, 46,29, D:East, S:.
C:11854, 46,30, D:East, S:.
C:11855, 46,31, D:East, S:.
C:11856, 46,32, D:East, S:.
C:11857, 46,33, D:East, S:.
C:11858, 46,34, D:East, S:.
C:11859, 46,35, D:East, S:/
C:11860, 45,35, D:North, S:.
C:11861, 44,35, D:North, S:.
C:11862, 43,35, D:North, S:.
C:11863, 42,35, D:North, S:.
C:11864, 41,35, D:North, S:.
C:11865, 40,35, D:North, S:.
C:11866, 39,35, D:North, S:.
C:11867, 38,35, D:North, S:.
C:11868, 37,35, D:North, S:.
C:11869, 36,35, D:North, S:.
C:11870, 35,35, D:North, S:.
C:11871, 34,35, D:North, S:.
C:11872, 33,35, D:North, S:.
C:11873, 32,35, D:North, S:.
C:11874, 31,35, D:North, S:.
C:11875, 30,35, D:North, S:.
C:11876, 29,35, D:North, S:.
C:11877, 28,35, D:North, S:.
C:11878, 27,35, D:North, S:.
C:11879, 26,35, D:North, S:|
C:11880, 25,35, D:North, S:.
C:11881, 48,29, D:East, S:-
C:11882, 48,30, D:East, S:.
C:11883, 48,31, D:East, S:.
C:11884, 48,32, D:East, S:.
C:11885, 48,33, D:East, S:.
C:11886, 48,34, D:East, S:.
C:11887, 48,35, D:East, S:.
C:11888, 48,36, D:East, S:.
C:11889, 48,37, D:East, S:\
C:11890, 49,37, D:South, S:.
C:11891, 50,37, D:South, S:.
C:11892, 51,37, D:South, S:.
C:11893, 52,37, D:South, S:.
C:11894, 53,37, D:South, S:.
C:11895, 54,37, D:South, S:.
C:11896, 55,37, D:South, S:.
C:11897, 56,37, D:South, S:.
C:11898, 57,37, D:South, S:.
C:11899, 58,37, D:South, S:.
C:11900, 59,37, D:South, S:.
C:11901, 60,37, D:South, S:.
C:11902, 61,37, D:South, S:.
C:11903, 62,37, D:South, S:.
C:11904, 63,37, D:South, S:.
C:11905, 64,37, D:South, S:.
C:11906, 65,37, D:South, S:.
C:11907, 66,37, D:South, S:.
C:11908, 67,37, D:South, S:.
C:11909, 68,37, D:South, S:.
C:11910, 69,37, D:South, S:.
C:11911, 70,37, D:South, S:.
C:11912, 71,37, D:South, S:.
C:11913, 72,37, D:South, S:.
C:11914, 73,37, D:South, S:.
C:11915, 74,37, D:South, S:.
C:11916, 75,37, D:South, S:.
C:11917, 76,37, D:South, S:.
C:11918, 77,37, D:South, S:.
C:11919, 78,37, D:South, S:.
C:11920, 79,37, D:South, S:.
C:11921, 80,37, D:South, S:.
C:11922, 81,37, D:South, S:.
C:11923, 82,37, D:South, S:.
C:11924, 83,37, D:South, S:.
C:11925, 84,37, D:South, S:.
C:11926, 85,37, D:South, S:.
C:11927, 86,37, D:South, S:.
C:11928, 87,37, D:South, S:.
C:11929, 88,37, D:South, S:.
C:11930, 89,37, D:South, S:.
C:11931, 90,37, D:South, S:.
C:11932, 91,37, D:South, S:/
C:11933, 91,36, D:West, S:.
C:11934, 91,35, D:West, S:.
C:11935, 91,34, D:West, S:.
C:11936, 91,33, D:West, S:.
C:11937, 91,32, D:West, S:.
C:11938, 91,31, D:West, S:.
C:11939, 91,30, D:West, S:.
C:11940, 91,29, D:West, S:.
C:11941, 91,28, D:West, S:.
C:11942, 91,27, D:West, S:.
C:11943, 91,26, D:West, S:.
C:11944, 91,25, D:West, S:.
C:11945, 91,24, D:West, S:.
C:11946, 91,23, D:West, S:.
C:11947, 91,22, D:West, S:.
C:11948, 91,21, D:West, S:.
C:11949, 91,20, D:West, S:.
C:11950, 91,19, D:West, S:.
C:11951, 91,18, D:West, S:.
C:11952, 91,17, D:West, S:.
C:11953, 91,16, D:West, S:-
C:11954, 91,15, D:West, S:.
C:11955, 91,14, D:West, S:.
C:11956, 91,13, D:West, S:.
C:11957, 91,12, D:West, S:.
C:11958, 91,11, D:West, S:.
C:11959, 91,10, D:West, S:.
C:11960, 91,9, D:West, S:.
C:11961, 91,8, D:West, S:-
C:11962, 91,7, D:West, S:.
C:11963, 91,6, D:West, S:.
C:11964, 91,5, D:West, S:.
C:11965, 21,61, D:East, S:.
C:11966, 21,62, D:East, S:.
C:11967, 21,63, D:East, S:.
C:11968, 21,64, D:East, S:.
C:11969, 21,65, D:East, S:.
C:11970, 21,66, D:East, S:.
C:11971, 21,67, D:East, S:.
C:11972, 21,68, D:East, S:.
C:11973, 21,69, D:East, S:.
C:11974, 21,70, D:East, S:.
C:11975, 21,71, D:East, S:.
C:11976, 21,72, D:East, S:.
C:11977, 21,73, D:East, S:.
C:11978, 21,74, D:East, S:.
C:11979, 21,75, D:East, S:.
C:11980, 21,76, D:East, S:.
C:11981, 21,77, D:East, S:.
C:11982, 21,78, D:East, S:.
C:11983, 21,79, D:East, S:.
C:11984, 21,80, D:East, S:.
C:11985, 21,81, D:East, S:.
C:11986, 21,82, D:East, S:.
C:11987, 21,83, D:East, S:|
C:11988, 20,83, D:North, S:.
C:11989, 19,83, D:North, S:.
C:11990, 18,83, D:North, S:.
C:11991, 17,83, D:North, S:.
C:11992, 16,83, D:North, S:.
C:11993, 15,83, D:North, S:.
C:11994, 14,83, D:North, S:.
C:11995, 22,83, D:South, S:.
C:11996, 23,83, D:South, S:.
C:11997, 24,83, D:South, S:.
C:11998, 25,83, D:South, S:.
C:11999, 26,83, D:South, S:.
C:12000, 27,83, D:South, S:.
C:12001, 28,83, D:South, S:.
C:12002, 29,83, D:South, S:.
C:12003, 30,83, D:South, S:.
C:12004, 31,83, D:South, S:.
C:12005, 32,83, D:South, S:.
C:12006, 33,83, D:South, S:.
C:12007, 34,83, D:South, S:.
C:12008, 35,83, D:South, S:.
C:12009, 36,83, D:South, S:.
C:12010, 37,83, D:South, S:.
C:12011, 38,83, D:South, S:.
C:12012, 39,83, D:South, S:.
C:12013, 40,83, D:South, S:.
C:12014, 41,83, D:South, S:.
C:12015, 42,83, D:South, S:.
C:12016, 43,83, D:South, S:.
C:12017, 44,83, D:South, S:.
C:12018, 45,83, D:South, S:.
C:12019, 46,83, D:South, S:.
C:12020, 47,83, D:South, S:.
C:12021, 48,83, D:South, S:.
C:12022, 49,83, D:South, S:.
C:12023, 50,83, D:South, S:.
C:12024, 51,83, D:South, S:.
C:12025, 52,83, D:South, S:.
C:12026, 53,83, D:South, S:.
C:12027, 54,83, D:South, S:.
C:12028, 55,83, D:South, S:|
C:12029, 56,83, D:South, S:.
C:12030, 57,83, D:South, S:.
C:12031, 58,83, D:South, S:.
C:12032, 59,83, D:South, S:.
C:12033, 60,83, D:South, S:.
C:12034, 61,83, D:South, S:.
C:12035, 62,83, D:South, S:.
C:12036, 63,83, D:South, S:.
C:12037, 64,83, D:South, S:.
C:12038, 65,83, D:South, S:.
C:12039, 66,83, D:South, S:.
C:12040, 67,83, D:South, S:.
C:12041, 68,83, D:South, S:.
C:12042, 69,83, D:South, S:.
C:12043, 70,83, D:South, S:.
C:12044, 71,83, D:South, S:.
C:12045, 72,83, D:South, S:.
C:12046, 73,83, D:South, S:.
C:12047, 74,83, D:South, S:.
C:12048, 75,83, D:South, S:.
C:12049, 76,83, D:South, S:|
C:12050, 77,83, D:South, S:.
C:12051, 78,83, D:South, S:.
C:12052, 79,83, D:South, S:.
C:12053, 80,83, D:South, S:.
C:12054, 81,83, D:South, S:.
C:12055, 82,83, D:South, S:.
C:12056, 83,83, D:South, S:.
C:12057, 84,83, D:South, S:.
C:12058, 85,83, D:South, S:.
C:12059, 86,83, D:South, S:.
C:12060, 87,83, D:South, S:.
C:12061, 88,83, D:South, S:.
C:12062, 89,83, D:South, S:.
C:12063, 90,83, D:South, S:.
C:12064, 91,83, D:South, S:.
C:12065, 92,83, D:South, S:.
C:12066, 93,83, D:South, S:.
C:12067, 94,83, D:South, S:.
C:12068, 95,83, D:South, S:.
C:12069, 96,83, D:South, S:.
C:12070, 97,83, D:South, S:.
C:12071, 98,83, D:South, S:.
C:12072, 99,83, D:South, S:.
C:12073, 100,83, D:South, S:.
C:12074, 101,83, D:South, S:.
C:12075, 102,83, D:South, S:.
C:12076, 103,83, D:South, S:.
C:12077, 104,83, D:South, S:.
C:12078, 73,25, D:East, S:.
C:12079, 73,26, D:East, S:/
C:12080, 72,26, D:North, S:.
C:12081, 71,26, D:North, S:.
C:12082, 70,26, D:North, S:.
C:12083, 69,26, D:North, S:.
C:12084, 68,26, D:North, S:.
C:12085, 67,26, D:North, S:.
C:12086, 66,26, D:North, S:.
C:12087, 65,26, D:North, S:.
C:12088, 64,26, D:North, S:.
C:12089, 63,26, D:North, S:.
C:12090, 62,26, D:North, S:.
C:12091, 61,26, D:North, S:.
C:12092, 60,26, D:North, S:.
C:12093, 59,26, D:North, S:.
C:12094, 58,26, D:North, S:.
C:12095, 57,26, D:North, S:.
C:12096, 56,26, D:North, S:.
C:12097, 55,26, D:North, S:-
C:12098, 55,25, D:West, S:.
C:12099, 55,24, D:West, S:.
C:12100, 55,23, D:West, S:.
C:12101, 55,22, D:West, S:.
C:12102, 55,21, D:West, S:.
C:12103, 55,20, D:West, S:.
C:12104, 55,19, D:West, S:.
C:12105, 55,18, D:West, S:.
C:12106, 55,17, D:West, S:.
C:12107, 55,16, D:West, S:.
C:12108, 55,15, D:West, S:.
C:12109, 55,14, D:West, S:.
C:12110, 55,13, D:West, S:|
C:12111, 54,13, D:North, S:.
C:12112, 53,13, D:North, S:.
C:12113, 52,13, D:North, S:-
C:12114, 52,12, D:West, S:.
C:12115, 52,11, D:West, S:.
C:12116, 52,10, D:West, S:.
C:12117, 52,9, D:West, S:.
C:12118, 52,8, D:West, S:.
C:12119, 52,7, D:West, S:.
C:12120, 52,14, D:East, S:.
C:12121, 52,15, D:East, S:.
C:12122, 52,16, D:East, S:.
C:12123, 52,17, D:East, S:.
C:12124, 52,18, D:East, S:.
C:12125, 52,19, D:East, S:.
C:12126, 52,20, D:East, S:.
C:12127, 56,13, D:South, S:|
C:12128, 57,13, D:South, S:.
C:12129, 58,13, D:South, S:.
C:12130, 59,13, D:South, S:.
C:12131, 60,13, D:South, S:.
C:12132, 61,13, D:South, S:.
C:12133, 62,13, D:South, S:.
C:12134, 63,13, D:South, S:.
C:12135, 64,13, D:South, S:.
C:12136, 65,13, D:South, S:/
C:12137, 65,12, D:West, S:.
C:12138, 65,11, D:West, S:.
C:12139, 65,10, D:West, S:/
C:12140, 66,10, D:South, S:.
C:12141, 67,10, D:South, S:.
C:12142, 68,10, D:South, S:.
C:12143, 69,10, D:South, S:.
C:12144, 70,10, D:South, S:.
C:12145, 71,10, D:South, S:.
C:12146, 72,10, D:South, S:.
C:12147, 73,10, D:South, S:.
C:12148, 74,10, D:South, S:.
C:12149, 75,10, D:South, S:.
C:12150, 76,10, D:South, S:.
C:12151, 77,10, D:South, S:.
C:12152, 78,10, D:South, S:.
C:12153, 79,10, D:South, S:.
C:12154, 80,10, D:South, S:.
C:12155, 81,10, D:South, S:.
C:12156, 82,10, D:South, S:.
C:12157, 83,10, D:South, S:.
C:12158, 84,10, D:South, S:/
C:12159, 84,9, D:West, S:.
C:12160, 84,8, D:West, S:.
C:12161, 84,7, D:West, S:.
C:12162, 84,6, D:West, S:.
C:12163, 84,5, D:West, S:\
C:12164, 83,5, D:North, S:.
C:12165, 82,5, D:North, S:\
C:12166, 82,4, D:West, S:.
C:12167, 82,3, D:West, S:.
C:12168, 82,2, D:West, S:.
C:12169, 82,1, D:West, S:.
C:12170, 82,0, D:West, S:.
C:12170, 82,-1, D:West -> End.
C:12171, 55,27, D:East, S:.
C:12172, 55,28, D:East, S:.
C:12173, 55,29, D:East, S:.
C:12174, 55,30, D:East, S:|
C:12175, 54,30, D:North, S:.
C:12176, 53,30, D:North, S:.
C:12177, 52,30, D:North, S:.
C:12178, 51,30, D:North, S:.
C:12179, 50,30, D:North, S:.
C:12180, 49,30, D:North, S:.
C:12181, 48,30, D:North, S:.
C:12182, 47,30, D:North, S:.
C:12183, 46,30, D:North, S:.
C:12184, 45,30, D:North, S:.
C:12185, 44,30, D:North, S:.
C:12186, 43,30, D:North, S:.
C:12187, 42,30, D:North, S:.
C:12188, 41,30, D:North, S:.
C:12189, 40,30, D:North, S:.
C:12190, 39,30, D:North, S:.
C:12191, 38,30, D:North, S:.
C:12192, 37,30, D:North, S:.
C:12193, 56,30, D:South, S:.
C:12194, 57,30, D:South, S:.
C:12195, 58,30, D:South, S:.
C:12196, 59,30, D:South, S:.
C:12197, 60,30, D:South, S:.
C:12198, 61,30, D:South, S:.
C:12199, 62,30, D:South, S:.
C:12200, 63,30, D:South, S:.
C:12201, 64,30, D:South, S:.
C:12202, 65,30, D:South, S:.
C:12203, 66,30, D:South, S:.
C:12204, 67,30, D:South, S:.
C:12205, 78,24, D:South, S:.
C:12206, 79,24, D:South, S:/
C:12207, 79,23, D:West, S:.
C:12208, 79,22, D:West, S:.
C:12209, 79,21, D:West, S:.
C:12210, 79,20, D:West, S:.
C:12211, 79,19, D:West, S:.
C:12212, 79,18, D:West, S:.
C:12213, 79,17, D:West, S:.
C:12214, 79,16, D:West, S:.
C:12215, 79,15, D:West, S:|
C:12216, 78,15, D:North, S:.
C:12217, 77,15, D:North, S:.
C:12218, 76,15, D:North, S:.
C:12219, 75,15, D:North, S:.
C:12220, 74,15, D:North, S:.
C:12221, 73,15, D:North, S:.
C:12222, 80,15, D:South, S:.
C:12223, 81,15, D:South, S:.
C:12224, 82,15, D:South, S:.
C:12225, 83,15, D:South, S:.
C:12226, 84,15, D:South, S:.
C:12227, 85,15, D:South, S:.
C:12228, 86,15, D:South, S:.
C:12229, 87,15, D:South, S:.
C:12230, 82,23, D:South, S:.
C:12231, 83,23, D:South, S:.
C:12232, 84,23, D:South, S:.
C:12233, 85,23, D:South, S:.
C:12234, 86,23, D:South, S:.
C:12235, 87,23, D:South, S:.
C:12236, 88,23, D:South, S:-
C:12237, 88,22, D:West, S:.
C:12238, 88,21, D:West, S:.
C:12239, 88,20, D:West, S:.
C:12240, 88,19, D:West, S:\
C:12241, 87,19, D:North, S:.
C:12242, 86,19, D:North, S:.
C:12243, 85,19, D:North, S:.
C:12244, 84,19, D:North, S:.
C:12245, 83,19, D:North, S:.
C:12246, 82,19, D:North, S:.
C:12247, 81,19, D:North, S:.
C:12248, 80,19, D:North, S:.
C:12249, 79,19, D:North, S:.
C:12250, 78,19, D:North, S:.
C:12251, 77,19, D:North, S:.
C:12252, 76,19, D:North, S:.
C:12253, 75,19, D:North, S:.
C:12254, 74,19, D:North, S:/
C:12255, 74,20, D:East, S:.
C:12256, 74,21, D:East, S:.
C:12257, 74,22, D:East, S:.
C:12258, 74,23, D:East, S:.
C:12259, 74,24, D:East, S:.
C:12260, 74,25, D:East, S:|
C:12261, 73,25, D:North, S:.
C:12262, 72,25, D:North, S:.
C:12263, 71,25, D:North, S:.
C:12264, 70,25, D:North, S:.
C:12265, 69,25, D:North, S:.
C:12266, 68,25, D:North, S:.
C:12267, 67,25, D:North, S:.
C:12268, 66,25, D:North, S:.
C:12269, 65,25, D:North, S:.
C:12270, 64,25, D:North, S:.
C:12271, 63,25, D:North, S:.
C:12272, 62,25, D:North, S:.
C:12273, 61,25, D:North, S:.
C:12274, 60,25, D:North, S:|
C:12275, 59,25, D:North, S:.
C:12276, 58,25, D:North, S:.
C:12277, 57,25, D:North, S:.
C:12278, 56,25, D:North, S:.
C:12279, 55,25, D:North, S:.
C:12280, 54,25, D:North, S:.
C:12281, 53,25, D:North, S:.
C:12282, 52,25, D:North, S:.
C:12283, 51,25, D:North, S:.
C:12284, 50,25, D:North, S:-
C:12285, 50,24, D:West, S:.
C:12286, 50,23, D:West, S:.
C:12287, 50,22, D:West, S:.
C:12288, 50,21, D:West, S:.
C:12289, 50,20, D:West, S:.
C:12290, 50,19, D:West, S:.
C:12291, 50,18, D:West, S:/
C:12292, 51,18, D:South, S:.
